Estado,Clave municipal,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Jalisco,14065,Pihuamo, 239.08 , 125.55 , 5.53 ," 1,319.45 ", 431.57 ," 6,599.99 ", 134.42 
Jalisco,14066,Poncitlán, 514.70 , 368.58 , 108.89 ," 4,983.56 "," 1,398.89 "," 3,229.86 ", 378.49 
Jalisco,14067,Puerto Vallarta," 1,289.67 ", 398.00 , 83.79 ," 20,526.07 "," 5,041.57 "," 12,773.48 ", 371.69 
Jalisco,14068,Villa Purificación, 413.25 , 316.59 , 30.38 ," 3,773.85 ", 463.32 ," 5,900.01 ", 178.70 
Jalisco,14069,Quitupan, 129.09 , 98.39 , 4.03 ," 1,114.59 ", 300.97 ," 3,144.35 ", 88.18 
Jalisco,14070,El Salto," 1,313.55 "," 1,087.87 ", 525.05 ," 7,630.05 "," 3,157.76 "," 6,955.35 ", 124.61 
Jalisco,14071,San Cristóbal de la Barranca, 71.91 , 42.24 , 1.48 , 568.61 , 358.27 ," 3,273.21 ", 66.01 
Jalisco,14072,San Diego de Alejandría, 223.40 , 111.95 , 5.80 , 940.65 , 763.90 ," 2,793.98 ", 187.02 
Jalisco,14073,San Juan de los Lagos," 1,279.57 "," 1,006.83 ", 69.67 ," 14,128.67 "," 2,351.14 "," 6,390.16 "," 8,825.16 "
Jalisco,14074,San Julián, 109.91 , 81.97 , 2.67 ," 1,413.73 ", 922.50 ," 3,317.22 ", 448.36 
Jalisco,14075,San Marcos, 82.85 , 50.72 , 1.91 , 446.10 , 338.71 ," 1,707.51 ", 96.46 
Jalisco,14076,San Martín de Bolaños, 26.40 , 20.65 , 0.69 , 288.10 , 229.56 ," 4,014.40 ", 35.32 
Jalisco,14077,San Martín Hidalgo, 508.34 , 296.15 , 14.17 ," 3,451.15 "," 1,548.80 "," 4,974.71 ", 520.53 
Jalisco,14078,San Miguel el Alto, 561.30 , 437.25 , 111.30 ," 4,664.75 "," 1,232.45 "," 4,346.77 "," 1,212.23 "
Jalisco,14079,Gómez Farías, 194.54 , 141.84 , 6.76 ," 1,788.28 ", 709.63 ," 3,738.89 ", 180.49 
Jalisco,14080,San Sebastián del Oeste, 395.65 , 335.61 , 15.56 ," 3,036.04 ", 364.26 ," 8,198.97 "," 1,091.84 "
Jalisco,14081,Santa María de los Ángeles, 113.26 , 75.48 , 2.27 , 622.01 , 355.49 ," 4,517.99 ", 58.01 
Jalisco,14082,Sayula, 211.71 , 141.28 , 7.45 ," 3,345.30 ", 955.05 ," 6,288.89 ", 258.21 
Jalisco,14083,Tala," 3,913.02 "," 2,384.83 ", 238.58 ," 10,371.59 "," 2,311.69 "," 5,677.67 ", 516.61 
Jalisco,14084,Talpa de Allende, 341.81 , 272.72 , 22.00 ," 2,611.26 ", 311.72 ," 1,266.37 ", 318.40 
Jalisco,14085,Tamazula de Gordiano," 2,488.59 "," 1,432.32 ", 7.49 ," 4,562.36 "," 1,107.91 "," 5,053.26 ", 397.85 
Jalisco,14086,Tapalpa, 302.07 , 189.94 , 10.34 ," 2,255.01 ", 596.45 ," 2,579.30 ", 197.78 
Jalisco,14087,Tecalitlán, 341.64 , 195.65 , 11.87 ," 2,554.26 ", 392.84 ," 2,878.46 ", 143.85 
Jalisco,14088,Tecolotlán, 264.44 , 172.30 , 435.93 ," 2,356.33 ", 924.31 ," 3,661.99 ", 328.30 
Jalisco,14089,Techaluta de Montenegro, 83.49 , 36.93 , 1.29 , 239.53 , 448.31 ," 4,677.63 ", 48.07 
Jalisco,14090,Tenamaxtlán, 138.82 , 100.74 , 3.33 , 991.67 , 875.47 ," 6,780.33 ", 120.38 
Jalisco,14091,Teocaltiche," 1,007.99 ", 781.40 , 28.43 ," 6,471.94 "," 1,415.98 "," 3,979.74 ", 575.24 
Jalisco,14092,Teocuitatlán de Corona, 225.28 , 124.79 , 3.73 ," 1,201.63 ", 801.44 ," 6,072.10 ", 192.20 
Jalisco,14093,Tepatitlán de Morelos," 1,293.59 ", 890.26 ," 2,044.42 "," 20,011.15 "," 4,193.48 "," 9,368.45 "," 6,864.43 "
Jalisco,14094,Tequila, 469.84 , 357.95 ," 1,056.75 "," 4,628.30 ", 886.01 ," 3,459.80 ", 169.11 
Jalisco,14095,Teuchitlán, 469.60 , 217.83 , 30.40 ," 1,597.80 "," 1,805.18 "," 5,123.97 "," 1,067.17 "
Jalisco,14096,Tizapán el Alto, 323.14 , 124.76 , 11.16 ," 1,699.00 "," 1,066.63 "," 5,426.57 ", 284.74 
Jalisco,14097,Tlajomulco de Zúñiga, 902.06 , 544.36 , 547.62 ," 16,763.41 "," 3,975.52 "," 16,865.30 "," 1,021.28 "
Jalisco,14098,San Pedro Tlaquepaque," 3,303.51 "," 2,481.83 "," 1,432.82 "," 57,346.19 "," 13,863.21 "," 25,106.44 ", 413.28 
Jalisco,14099,Tolimán, 272.15 , 161.39 , 3.78 ," 1,270.64 ", 513.50 ," 6,117.56 ", 976.12 
Jalisco,14100,Tomatlán, 363.04 , 212.68 , 9.56 ," 2,901.25 ", 792.62 ," 7,611.02 ", 189.89 
Jalisco,14101,Tonalá," 1,427.85 "," 1,210.83 ", 80.64 ," 21,257.43 "," 4,249.35 "," 11,654.68 ", 923.67 
Jalisco,14102,Tonaya, 215.09 , 178.35 , 3.27 ," 1,656.48 ", 570.26 ," 8,982.46 ", 834.91 
Jalisco,14103,Tonila, 101.08 , 71.44 , 4.17 , 776.22 , 728.91 ," 4,886.99 ", 62.29 
Jalisco,14104,Totatiche, 270.47 , 214.98 , 15.64 ," 2,197.34 ", 414.60 ," 3,142.31 ", 109.72 
Jalisco,14105,Tototlán, 523.22 , 351.25 , 169.76 ," 3,802.89 "," 1,483.80 "," 6,132.51 "," 4,391.26 "
Jalisco,14106,Tuxcacuesco, 71.35 , 29.52 , 0.94 , 319.27 , 400.16 ," 9,388.05 ", 45.20 
Jalisco,14107,Tuxcueca, 74.51 , 48.42 , 3.00 , 633.04 , 689.03 ," 6,148.53 ", 168.48 
Jalisco,14108,Tuxpan, 339.17 , 231.22 , 275.37 ," 3,646.17 "," 1,446.68 "," 5,056.75 ", 241.05 
Jalisco,14109,Unión de San Antonio, 347.07 , 184.41 , 410.05 ," 1,614.88 ", 893.75 ," 4,323.27 ", 369.12 
Jalisco,14110,Unión de Tula, 180.80 , 98.32 , 3.30 ," 1,455.34 ", 908.74 ," 6,415.93 ", 179.82 
Jalisco,14111,Valle de Guadalupe, 235.10 , 181.17 , 8.37 ," 1,720.73 ", 749.51 ," 4,498.62 "," 3,009.10 "
Jalisco,14112,Valle de Juárez, 32.77 , 14.51 , 0.63 , 553.74 , 320.55 ," 3,500.31 ", 53.40 
Jalisco,14113,San Gabriel, 301.62 , 191.56 , 30.40 ," 2,057.53 ", 738.70 ," 4,373.51 ", 328.43 
Jalisco,14114,Villa Corona, 241.87 , 158.00 , 26.30 ," 1,772.42 ", 929.52 ," 5,514.14 ", 385.90 
Jalisco,14115,Villa Guerrero, 181.85 , 122.57 , 5.97 ," 1,130.57 ", 313.63 ," 4,255.32 ", 86.16 
Jalisco,14116,Villa Hidalgo, 329.63 , 259.89 , 8.53 ," 2,601.94 ", 690.10 ," 1,694.39 ", 249.71 
Jalisco,14117,Cañadas de Obregón, 198.82 , 134.66 , 4.31 ," 1,115.03 ", 583.91 ," 4,906.50 ", 153.34 
Jalisco,14118,Yahualica de González Gallo, 362.16 , 266.31 , 7.51 ," 2,914.71 "," 1,089.63 "," 5,158.63 ", 316.95 
Jalisco,14119,Zacoalco de Torres, 316.70 , 185.62 , 5.27 ," 2,079.97 ", 473.86 ," 6,101.41 ", 281.01 
Jalisco,14120,Zapopan," 4,085.24 "," 2,861.95 ", 279.31 ," 97,996.13 "," 21,331.66 "," 42,442.01 "," 3,336.19 "
Jalisco,14121,Zapotiltic, 272.39 , 184.22 ," 1,250.25 "," 3,808.88 "," 2,500.39 "," 6,274.61 ", 192.23 
Jalisco,14122,Zapotitlán de Vadillo, 122.24 , 70.25 , 2.10 , 678.84 , 466.35 ," 5,211.32 ", 104.16 
Jalisco,14123,Zapotlán del Rey, 407.52 , 254.88 , 8.86 ," 2,472.05 ", 992.60 ," 6,606.68 "," 2,017.66 "
Jalisco,14124,Zapotlanejo, 302.56 , 158.62 , 9.17 ," 9,362.15 "," 2,046.13 "," 7,560.30 "," 1,005.83 "
Jalisco,14125,San Ignacio Cerro Gordo, 443.97 , 387.29 , 11.32 ," 3,297.82 "," 1,325.01 "," 4,063.56 ", 105.25 
México,15001,Acambay de Ruíz Castañeda, 732.46 , 526.47 , 35.83 ," 6,234.86 "," 3,141.78 "," 3,869.13 ", 641.66 
México,15002,Acolman, 640.67 , 576.90 , 15.38 ," 5,915.93 "," 3,968.02 "," 4,504.10 ", 681.69 
México,15003,Aculco, 793.25 , 593.34 , 61.72 ," 6,922.08 "," 3,769.74 "," 5,115.24 ", 560.69 
México,15004,Almoloya de Alquisiras, 134.58 , 100.85 , 6.43 ," 1,411.31 ", 932.47 ," 2,319.30 ", 115.38 
México,15005,Almoloya de Juárez, 989.76 , 706.70 , 195.57 ," 9,204.87 "," 6,117.70 "," 5,434.59 ", 797.55 
México,15006,Almoloya del Río, 60.78 , 49.93 , 8.07 ," 1,136.40 "," 1,314.48 "," 2,308.24 ", 49.40 
México,15007,Amanalco, 236.51 , 179.96 , 9.40 ," 2,014.47 "," 1,105.88 "," 1,851.91 ", 179.69 
México,15008,Amatepec, 270.33 , 195.16 , 8.94 ," 2,092.19 ", 559.73 ," 3,510.04 ", 284.22 
México,15009,Amecameca, 145.80 , 99.68 , 4.72 ," 2,210.03 ", 767.95 ," 1,849.94 ", 362.45 
México,15010,Apaxco, 129.10 , 81.14 , 43.36 ," 1,702.74 "," 1,697.00 "," 2,500.41 ", 129.64 
México,15011,Atenco, 102.62 , 72.03 , 2.61 ," 2,545.42 "," 1,071.31 "," 2,912.00 ", 155.08 
México,15012,Atizapán, 64.32 , 49.45 , 12.66 ," 3,012.64 "," 2,441.46 "," 1,878.52 ", 54.46 
México,15013,Atizapán de Zaragoza, 733.13 , 456.58 , 36.34 ," 37,778.60 "," 8,596.15 "," 13,684.71 ", 698.60 
México,15014,Atlacomulco, 663.18 , 469.76 , 331.89 ," 9,546.74 "," 6,918.89 "," 5,523.17 ", 496.64 
México,15015,Atlautla, 122.19 , 93.32 , 3.16 ," 1,228.91 ", 483.15 ," 1,638.46 ", 120.05 
México,15016,Axapusco, 512.09 , 292.23 , 10.43 ," 2,277.84 "," 1,441.20 "," 3,356.41 ", 688.21 
México,15017,Ayapango, 66.03 , 37.62 , 1.46 , 715.34 ," 1,073.16 "," 3,153.89 ", 157.48 
México,15018,Calimaya, 204.72 , 152.41 , 11.76 ," 2,576.72 "," 1,948.71 "," 2,469.21 ", 171.90 
México,15019,Capulhuac, 86.84 , 66.46 , 11.22 ," 2,482.54 "," 2,464.21 "," 2,640.18 ", 113.48 
México,15020,Coacalco de Berriozábal, 395.84 , 238.65 , 16.71 ," 21,626.35 "," 4,517.76 "," 6,613.90 ", 341.54 
México,15021,Coatepec Harinas, 365.43 , 253.21 , 15.51 ," 3,125.80 "," 1,470.63 "," 2,552.49 ", 282.24 
México,15022,Cocotitlán, 38.88 , 18.79 , 2.87 , 555.93 , 886.42 ," 2,342.80 ", 42.23 
México,15023,Coyotepec, 99.70 , 72.73 , 2.33 ," 1,964.31 "," 1,092.27 "," 2,957.36 ", 91.42 
México,15024,Cuautitlán, 340.80 , 243.17 , 12.76 ," 8,523.76 "," 2,623.34 "," 5,182.62 ", 637.84 
México,15025,Chalco, 787.61 , 550.23 , 26.93 ," 24,368.33 "," 6,265.29 "," 11,945.89 "," 1,492.56 "
México,15026,Chapa de Mota, 219.33 , 171.24 , 14.56 ," 2,193.16 "," 1,216.19 "," 1,856.50 ", 388.18 
México,15027,Chapultepec, 20.97 , 14.52 , 2.00 , 449.80 , 946.20 ," 2,107.28 ", 64.74 
México,15028,Chiautla, 79.18 , 45.64 , 2.11 ," 1,494.94 "," 1,063.98 "," 2,670.87 ", 292.96 
México,15029,Chicoloapan, 179.08 , 115.43 , 9.48 ," 7,910.44 "," 1,836.05 "," 4,922.28 ", 339.61 
México,15030,Chiconcuac, 68.82 , 42.80 , 8.03 ," 1,852.17 "," 1,198.24 "," 2,571.56 ", 53.34 
México,15031,Chimalhuacán, 376.77 , 254.53 , 15.95 ," 22,000.71 "," 3,857.27 "," 12,157.02 ", 792.04 
México,15032,Donato Guerra, 320.47 , 254.05 , 12.52 ," 2,648.14 "," 1,004.32 "," 1,884.07 ", 223.61 
México,15033,Ecatepec de Morelos," 2,846.79 "," 1,882.62 ", 94.90 ," 114,414.26 "," 24,244.98 "," 40,156.35 "," 1,625.08 "
México,15034,Ecatzingo, 72.26 , 50.16 , 1.48 , 437.59 , 524.81 ," 1,700.19 ", 48.46 
México,15035,Huehuetoca, 233.05 , 175.09 , 3.26 ," 2,807.72 ", 985.10 ," 2,795.43 ", 257.87 
México,15036,Hueypoxtla, 262.40 , 112.20 , 2.71 ," 1,609.21 ", 841.05 ," 2,210.49 ", 215.93 
México,15037,Huixquilucan, 375.49 , 237.38 , 16.57 ," 17,983.72 "," 4,216.85 "," 6,716.61 ", 380.26 
México,15038,Isidro Fabela, 44.18 , 28.93 , 2.02 , 432.28 , 434.53 ," 4,352.46 ", 174.24 
México,15039,Ixtapaluca, 609.56 , 393.91 , 191.00 ," 23,359.88 "," 4,768.64 "," 10,642.12 ", 801.91 
México,15040,Ixtapan de la Sal, 158.76 , 127.16 , 15.19 ," 3,052.20 "," 2,253.25 "," 2,845.29 ", 120.96 
México,15041,Ixtapan del Oro, 75.95 , 54.40 , 2.34 , 520.15 , 256.15 , 890.13 , 62.59 
México,15042,Ixtlahuaca, 896.16 , 685.63 , 53.57 ," 10,183.73 "," 6,233.35 "," 6,002.03 ", 809.51 
México,15043,Xalatlaco, 152.08 , 114.80 , 10.64 ," 2,001.93 "," 1,375.56 "," 1,578.56 ", 131.02 
México,15044,Jaltenco, 39.41 , 20.08 , 1.59 ," 1,092.65 ", 358.69 , 707.11 , 569.05 
México,15045,Jilotepec, 732.91 , 550.76 , 64.00 ," 8,505.71 "," 5,172.27 "," 5,424.92 "," 1,422.83 "
México,15046,Jilotzingo, 55.50 , 30.61 , 1.36 , 857.79 , 370.26 ," 3,904.19 ", 210.60 
México,15047,Jiquipilco, 436.88 , 309.07 , 20.78 ," 4,121.71 "," 2,827.53 "," 3,916.87 ", 420.10 
México,15048,Jocotitlán, 469.56 , 325.00 , 27.00 ," 4,753.79 "," 3,268.24 "," 4,381.69 ", 460.75 
México,15049,Joquicingo, 150.72 , 107.36 , 10.50 ," 1,433.58 ", 821.03 ," 1,660.83 ", 95.61 
México,15050,Juchitepec, 146.23 , 69.48 , 2.16 , 852.72 , 883.96 ," 2,483.76 ", 181.62 
México,15051,Lerma, 845.14 , 596.33 , 63.47 ," 11,018.05 "," 8,848.36 "," 8,454.20 ", 304.58 
México,15052,Malinalco, 151.23 , 116.55 , 7.37 ," 1,645.95 "," 1,112.02 "," 3,083.48 ", 147.24 
México,15053,Melchor Ocampo, 77.03 , 54.08 , 2.18 ," 2,613.71 ", 919.28 ," 2,034.86 ", 151.81 
México,15054,Metepec, 678.08 , 532.43 , 103.36 ," 22,964.83 "," 16,739.73 "," 7,437.60 ", 350.60 
México,15055,Mexicaltzingo, 51.38 , 31.06 , 5.10 , 982.02 ," 1,161.52 "," 2,131.05 ", 60.75 
México,15056,Morelos, 359.91 , 271.22 , 16.87 ," 2,829.54 "," 1,490.72 "," 2,445.47 ", 288.43 
México,15057,Naucalpan de Juárez," 1,432.42 ", 872.76 , 81.88 ," 72,504.67 "," 15,629.92 "," 23,791.55 ", 955.11 
México,15058,Nezahualcóyotl," 1,338.99 ", 834.95 , 64.23 ," 86,167.76 "," 17,201.92 "," 24,092.17 "," 1,109.56 "
México,15059,Nextlalpan, 129.38 , 101.96 , 3.74 ," 1,548.22 "," 1,109.49 "," 3,477.68 ", 151.96 
México,15060,Nicolás Romero, 513.01 , 356.97 , 16.24 ," 14,949.04 "," 3,486.62 "," 8,796.77 ", 614.99 
México,15061,Nopaltepec, 92.49 , 40.59 , 1.31 , 828.02 ," 1,138.43 "," 3,202.49 ", 219.49 
México,15062,Ocoyoacac, 292.24 , 234.48 , 36.66 ," 5,150.87 "," 4,059.59 "," 3,393.99 ", 184.03 
México,15063,Ocuilan, 308.43 , 220.01 , 14.67 ," 2,552.48 "," 1,166.67 "," 1,710.85 ", 253.24 
México,15064,El Oro, 233.45 , 172.19 , 11.57 ," 2,335.75 "," 1,764.01 "," 2,572.45 ", 249.57 
México,15065,Otumba, 161.54 , 75.75 , 3.33 ," 2,356.73 "," 1,371.92 "," 3,133.89 ", 605.46 
México,15066,Otzoloapan, 71.02 , 34.66 , 1.88 , 340.85 , 326.87 ," 3,686.63 ", 59.79 
México,15067,Otzolotepec, 203.81 , 159.89 , 14.89 ," 3,172.11 "," 2,467.36 "," 4,638.91 ", 224.74 
México,15068,Ozumba, 118.81 , 80.20 , 3.16 ," 1,414.75 "," 1,078.10 "," 2,912.25 ", 96.43 
México,15069,Papalotla, 13.45 , 6.78 , 0.41 , 269.47 ," 1,010.10 "," 2,969.77 ", 15.50 
México,15070,La Paz, 508.68 , 379.00 , 10.32 ," 11,820.95 "," 3,033.90 "," 5,652.62 ", 343.69 
México,15071,Polotitlán, 409.25 , 323.58 , 31.95 ," 3,945.84 "," 2,109.20 "," 2,985.43 "," 1,101.82 "
México,15072,Rayón, 42.42 , 25.94 , 3.40 , 553.74 ," 1,028.29 "," 2,319.48 ", 71.54 
México,15073,San Antonio la Isla, 51.34 , 33.14 , 5.26 , 945.13 ," 1,294.72 "," 2,566.44 ", 87.48 
México,15074,San Felipe del Progreso, 861.43 , 692.34 , 35.05 ," 7,404.43 "," 3,305.89 "," 5,024.60 ", 869.86 
México,15075,San Martín de las Pirámides, 37.90 , 23.79 , 1.14 ," 1,239.23 ", 939.64 ," 2,569.20 ", 870.42 
México,15076,San Mateo Atenco, 137.84 , 102.61 , 22.15 ," 5,511.26 "," 3,779.80 "," 2,538.33 ", 136.78 
México,15077,San Simón de Guerrero, 55.52 , 44.74 , 3.46 , 570.11 , 346.99 , 973.45 , 60.81 
México,15078,Santo Tomás, 38.17 , 31.08 , 2.42 , 475.35 , 370.34 ," 2,763.01 ", 61.14 
México,15079,Soyaniquilpan de Juárez, 200.02 , 123.85 , 28.03 ," 1,253.11 "," 1,563.83 "," 1,738.48 ", 234.03 
México,15080,Sultepec, 244.89 , 198.26 , 10.19 ," 2,114.59 ", 675.50 ," 2,093.99 ", 288.99 
México,15081,Tecámac, 509.24 , 319.62 , 16.75 ," 19,063.18 "," 4,674.93 "," 10,372.54 ", 792.37 
México,15082,Tejupilco, 430.57 , 337.29 , 24.49 ," 5,676.29 "," 2,709.25 "," 5,615.14 ", 458.70 
México,15083,Temamatla, 27.25 , 14.17 , 0.67 , 576.73 , 523.67 ," 1,318.92 ", 506.51 
México,15084,Temascalapa, 312.70 , 108.34 , 2.26 ," 1,236.55 ", 954.59 ," 2,606.54 ", 229.85 
México,15085,Temascalcingo, 450.67 , 329.87 , 24.85 ," 4,534.78 "," 2,737.21 "," 3,047.22 ", 474.99 
México,15086,Temascaltepec, 340.03 , 273.41 , 18.09 ," 3,343.37 "," 1,236.43 "," 1,834.18 ", 245.98 
México,15087,Temoaya, 472.40 , 379.71 , 27.70 ," 5,805.23 "," 3,553.68 "," 4,821.75 ", 394.34 
México,15088,Tenancingo, 401.65 , 269.53 , 26.24 ," 5,911.14 "," 4,385.11 "," 4,030.52 ", 342.63 
México,15089,Tenango del Aire, 58.84 , 27.71 , 1.39 , 624.71 , 761.05 ," 1,967.94 ", 70.17 
México,15090,Tenango del Valle, 321.10 , 225.97 , 24.17 ," 4,724.89 "," 3,488.43 "," 3,330.37 ", 316.75 
México,15091,Teoloyucan, 130.59 , 80.93 , 5.84 ," 3,416.00 "," 1,168.86 "," 2,537.42 ", 465.79 
México,15092,Teotihuacán, 73.44 , 53.97 , 2.68 ," 2,833.10 "," 1,381.32 "," 3,082.56 ", 484.71 
México,15093,Tepetlaoxtoc, 126.04 , 77.72 , 2.71 ," 1,924.49 ", 764.83 ," 2,582.53 ", 691.46 
México,15094,Tepetlixpa, 80.78 , 50.97 , 1.81 , 985.87 ," 1,239.55 "," 3,969.06 ", 93.46 
México,15095,Tepotzotlán, 408.00 , 308.07 , 7.00 ," 5,781.31 "," 3,271.26 "," 3,545.99 ", 318.33 
México,15096,Tequixquiac, 136.54 , 83.87 , 3.23 ," 1,663.82 ", 856.67 ," 2,066.65 ", 233.47 
México,15097,Texcaltitlán, 263.94 , 174.86 , 11.14 ," 1,834.12 "," 1,107.21 "," 1,938.78 ", 177.08 
México,15098,Texcalyacac, 25.03 , 15.49 , 1.83 , 353.06 , 762.75 ," 1,937.81 ", 44.37 
México,15099,Texcoco, 599.73 , 427.25 , 20.76 ," 17,941.94 "," 4,429.33 "," 7,185.18 ", 820.10 
México,15100,Tezoyuca, 41.19 , 29.53 , 1.24 ," 1,617.56 ", 737.10 ," 1,882.13 ", 83.96 
México,15101,Tianguistenco, 322.48 , 223.72 , 23.67 ," 5,056.70 "," 4,077.78 "," 4,613.75 ", 251.31 
México,15102,Timilpan, 272.82 , 145.87 , 26.79 ," 1,839.02 "," 1,714.91 "," 2,004.08 ", 152.74 
México,15103,Tlalmanalco, 131.88 , 93.50 , 6.49 ," 2,125.41 ", 628.19 ," 1,488.44 ", 135.93 
México,15104,Tlalnepantla de Baz," 1,354.40 ", 887.15 , 483.94 ," 63,798.59 "," 14,546.03 "," 24,497.96 ", 857.85 
México,15105,Tlatlaya, 339.88 , 286.71 , 14.99 ," 2,936.15 ", 522.95 ," 6,476.44 ", 391.21 
México,15106,Toluca," 3,312.01 "," 2,511.74 ", 594.05 ," 82,790.38 "," 60,270.65 "," 35,242.66 "," 1,230.83 "
México,15107,Tonatico, 184.94 , 76.80 , 8.21 ," 1,245.71 "," 1,057.06 "," 3,550.96 ", 89.65 
México,15108,Tultepec, 166.57 , 92.89 , 5.60 ," 6,134.43 "," 1,771.34 "," 3,455.02 ", 207.79 
México,15109,Tultitlán, 662.59 , 452.48 , 24.36 ," 25,806.83 "," 5,942.16 "," 10,875.16 ", 617.30 
México,15110,Valle de Bravo, 281.48 , 226.69 , 25.42 ," 5,527.07 "," 3,902.86 "," 2,815.50 ", 193.41 
México,15111,Villa de Allende, 626.08 , 475.11 , 20.66 ," 4,317.80 "," 1,601.64 "," 2,959.58 ", 478.64 
México,15112,Villa del Carbón, 268.91 , 206.95 , 7.30 ," 2,671.72 ", 794.63 ," 2,286.01 ", 469.24 
México,15113,Villa Guerrero, 274.95 , 212.31 , 20.74 ," 3,772.84 "," 2,103.38 "," 2,954.97 ", 164.12 
México,15114,Villa Victoria, 927.78 , 701.16 , 32.85 ," 6,775.82 "," 3,044.32 "," 4,466.25 ", 844.93 
México,15115,Xonacatlán, 117.93 , 86.23 , 11.93 ," 2,687.59 "," 2,625.85 "," 2,892.95 ", 119.17 
México,15116,Zacazonapan, 269.15 , 180.81 , 1.33 , 288.65 , 404.40 ," 2,746.34 ", 49.24 
México,15117,Zacualpan, 295.89 , 142.32 , 14.14 ," 1,251.26 ", 886.02 ," 2,282.33 ", 150.08 
México,15118,Zinacantepec, 483.08 , 361.55 , 42.05 ," 8,857.67 "," 5,812.85 "," 4,945.22 ", 539.61 
México,15119,Zumpahuacán, 123.56 , 99.37 , 5.48 ," 1,159.85 ", 641.40 ," 4,263.62 ", 109.05 
México,15120,Zumpango, 457.02 , 314.34 , 13.68 ," 7,857.30 "," 2,758.44 "," 7,723.96 ", 939.16 
México,15121,Cuautitlán Izcalli, 856.69 , 561.43 , 37.62 ," 40,826.79 "," 9,466.63 "," 16,684.56 ", 741.13 
México,15122,Valle de Chalco Solidaridad, 261.15 , 165.77 , 10.24 ," 12,904.56 "," 2,713.61 "," 6,709.32 ", 448.40 
México,15123,Luvianos, 274.87 , 197.26 , 10.52 ," 2,266.08 ", 764.10 ," 3,081.96 ", 264.84 
México,15124,San José del Rincón, 963.96 , 745.82 , 27.89 ," 6,115.45 "," 1,788.07 "," 4,649.54 ", 803.86 
México,15125,Tonanitla, 64.64 , 40.42 , 1.21 , 589.20 , 996.21 ," 2,982.54 ", 37.86 
Michoacán de Ocampo,16001,Acuitzio, 134.90 , 106.14 , 4.39 ," 2,129.85 "," 1,140.65 "," 3,200.35 ", 57.87 
Michoacán de Ocampo,16002,Aguililla, 187.91 , 126.76 , 8.12 ," 2,080.32 ", 555.79 ," 7,020.07 ", 168.45 
Michoacán de Ocampo,16003,Álvaro Obregón, 221.80 , 148.02 , 7.75 ," 4,663.59 "," 1,418.01 "," 3,532.69 ", 117.36 
Michoacán de Ocampo,16004,Angamacutiro, 327.47 , 219.96 , 9.87 ," 2,485.79 ", 907.03 ," 3,862.23 ", 193.54 
Michoacán de Ocampo,16005,Angangueo, 81.02 , 65.18 , 3.72 ," 2,227.49 ", 983.06 ," 2,213.89 ", 36.58 
Michoacán de Ocampo,16006,Apatzingán, 667.85 , 448.83 ," 1,414.09 "," 13,719.74 "," 3,484.06 "," 13,575.77 ", 793.38 
Michoacán de Ocampo,16007,Aporo, 60.97 , 46.09 , 2.86 ," 1,437.49 "," 1,015.01 "," 2,913.85 ", 29.63 
Michoacán de Ocampo,16008,Aquila, 360.76 , 219.53 , 8.84 ," 2,307.30 ", 427.52 ," 16,235.47 ", 199.04 
Michoacán de Ocampo,16009,Ario, 264.47 , 177.43 , 10.18 ," 4,838.58 "," 1,548.94 "," 4,710.18 ", 160.27 
Michoacán de Ocampo,16010,Arteaga, 269.88 , 160.81 , 8.83 ," 2,605.83 ", 630.40 ," 6,287.26 ", 124.06 
Michoacán de Ocampo,16011,Briseñas, 200.54 , 133.36 , 4.91 ," 1,897.91 "," 1,513.77 "," 5,074.89 ", 90.39 
Michoacán de Ocampo,16012,Buenavista, 343.97 , 214.30 , 10.41 ," 4,531.63 "," 2,425.96 "," 21,908.47 ", 967.45 
Michoacán de Ocampo,16013,Carácuaro, 104.21 , 65.42 , 2.70 ," 1,030.74 ", 398.77 ," 13,606.88 ", 68.21 
Michoacán de Ocampo,16014,Coahuayana, 148.88 , 98.02 , 4.89 ," 2,059.36 ", 892.02 ," 7,790.53 ", 52.40 
Michoacán de Ocampo,16015,Coalcomán de Vázquez Pallares, 156.87 , 110.08 , 5.94 ," 2,619.54 ", 440.30 ," 2,512.80 ", 95.71 
Michoacán de Ocampo,16016,Coeneo, 254.88 , 168.15 , 8.16 ," 3,232.83 ", 951.58 ," 2,413.12 ", 130.10 
Michoacán de Ocampo,16017,Contepec, 454.02 , 334.13 , 13.12 ," 4,887.67 "," 1,505.11 "," 3,738.81 ", 317.66 
Michoacán de Ocampo,16018,Copándaro, 52.11 , 36.76 , 1.68 , 772.07 , 290.36 ," 2,149.63 ", 42.71 
Michoacán de Ocampo,16019,Cotija, 179.72 , 122.38 , 10.53 ," 4,459.55 ", 800.32 ," 4,034.14 ", 84.31 
Michoacán de Ocampo,16020,Cuitzeo, 161.26 , 112.79 , 5.14 ," 2,259.34 ", 575.90 ," 1,988.93 ", 120.00 
Michoacán de Ocampo,16021,Charapan, 139.99 , 106.56 , 3.90 ," 1,158.67 ", 602.96 ," 1,785.47 ", 105.64 
Michoacán de Ocampo,16022,Charo, 152.08 , 105.03 , 15.70 ," 1,953.72 ", 647.22 ," 2,132.70 ", 322.77 
Michoacán de Ocampo,16023,Chavinda, 82.56 , 57.42 , 3.01 ," 1,391.88 ", 798.14 ," 4,356.07 ", 45.04 
